,cust_index,Title,Author,Summary
360,360,Anequina Animal Identification and Tasting,Hrodkir Mincemeat,"All that's good to eat in Elsweyr, and how to hunt it"
361,361,Aneshi's Note,Aneshi,Instructions for finding a key.
362,362,Angalayond,Anonymous,
363,363,Angiente's Book of Prospects,Angiente,What can a gentleman do when all the women hate him?
364,364,Angry Angry,Anonymous,Being trapped drives one mad
365,365,Angry Love Letter,Uggald,A love triangle between warriors
366,366,Aniaste's Journal,Aniaste,"The Necromancers are hunting mammoths, and it's up to her to discover why"
367,367,Anirtur's Diary,Anirtur,The daily happenings of a store owner in Haven
368,368,Anise's Note,Anise,An invitation to a witches' coven.
369,369,Anjuld's Journal,Anonymous,Documents the founding of a new clothing store in Solitude
370,370,Annals of the Dragonguard,"Brother Annulus, ed.","Yearly entries of the Dragonguard at Sky Haven Temple, outlining several important events."
371,371,Annotated Anuad,Anonymous,A theology book that discusses the creation of mortals.
372,372,Anonymous Journal,Anonymous,Spreading a plague through the Deshaan
373,373,Anonymous Letter,Anonymous,Implicates a steward in an affair and suggests blackmail.
374,374,Anonymous Letter,Anonymous,Tells of a group of necromancers performing rituals in southern Skyrim.
375,375,Anonymous Letter,Anonymous,A warning about a Necromancer's ritual
376,376,Anonymous Torn Journal,Anonymous,
377,377,Anora's Journal,Anora,Journal of a mage from the college of winterhold
378,378,Another Grim Jest,Anonymous,Torture is a joke
379,379,Another Scrawled Note,Anonymous,A man trapped inside a crate by Daedra
380,380,Ansei Shrine,Anonymous,Dedication of a monument to the Ansei
381,381,Ansei's Victory Clue,Anonymous,
382,382,Antecedants of Dwemer Law,Anonymous,A brief overview of the relationship between Dwemer and Altmeri law.
383,383,Antecedents of Dwemer Law,Anonymous,A book on Dwemeri law and how it diverged from Aldmeri law
384,384,Anthology of Abodes Available for Acquisition,Anonymous,The various houses you can buy in Elder Scrolls Online
385,385,Anthology of Available Abodes,Anonymous,An updated list of houses for sale throughout Tamriel
386,386,Antonius' Note,Antonius,Note of a bandit with a gambling addiction
387,387,Anvil Lighthouse Report,X.,Conspiracy against a lighthouse keeper with a conscience
388,388,Anvil Taxes,Dockmaster Qamar,"New governor, new tax code"
389,389,"Anyone, Please",E.K.,A sad end
390,390,"Apocrypha, Apocrypha",Anonymous,Praise of Hermaeus Mora
391,391,Apologies to Uncle Neldatir,Thoring,"Sorry for digging up your corpse, uncle"
392,392,Apothecary's Ledger,Anonymous,A ledger curiously containing many daedric purchases
393,393,Application of Flame,Graguz,Records the reaction to fire torture to various candidates for the Vosh Rakh
394,394,Application of Flame for the Uninitiated,Graguz,List of candidates for the Vosh Rakh and their reaction to the purging flame
395,395,Apply More Pressure,Varallion,A letter inquiring about a medallion
396,396,Appointments for the Thane,Anonymous,Being a Thane is time consuming
397,397,Apprentice's Note,Anonymous,A note to the Drothmeri Forgemaster. Found in the Mehrunes' Razor official plugin.
398,398,Approaching Vivec,Anonymous,"A book about one of Morrowind's gods, Vivec. It's said that he is the anticipation of Mephala, and the book tells everything about them."
399,399,Arakaul the Unbroken,Anonymous,A short rhyme
400,400,Aranias' Diary,Aranias,A rather enthusiastic Thalmor member's journal
401,401,Arbiter's Log,Anonymous,A note found in Xiditte.
402,402,Arboreal Architecture,Cirantille,Bosmeri building techniques
403,403,Arcana Restored,Wapna Neustra,A guide to restoring arcane items in a mana fountain. Faux-archaic in style.
404,404,Arch Necromancer's Final Instructions,Arch Necromancer,Clues to unlock Gallows Hall
405,405,Arch Necromancer's First Clue,Arch Necromancer,Clues to unlock Gallows Hall
406,406,Arch Necromancer's Second Clue,Arch Necromancer,Clues to unlock Gallows Hall
407,407,Arch-Mage's Journal,Anonymous,Three promising students appear in a vision
408,408,Archcanon's Journal,Archcanon Tarvus,Documents the several unfortunate events during the building of Vivec City
409,409,Archdruid Michiel's Orders,Archdruid Orlaith,
410,410,Archdruid's Letter,Archdruid Orlaith,
411,411,Archery Competition,Anonymous,
412,412,Architectural Survey Summary Report,Tarnolvar,Survey on repairs needed for Lady Thorn's Castle
413,413,Ardent Flame: Draconic or Endemic?,"Gabrielle Benele, Wizard",A brief encounter with a Dragon Knight
414,414,Ardia's Journal,Ardia,Describes a daedric ruin
415,415,Arena Fan's Note,Anonymous,An Adoring fan's search for his long lost hero
416,416,Arena Fight Card,Anonymous,Fighting schedule for the Kvatch arena
417,417,Arena Poster,Anonymous,Arena posters like this one can be found in many places in the Imperial City.
418,418,Argonian Account,Waughin Jarth,"Decumus Scotti's adventures in Argonia after his ""business trip"" to Valenwood (described in A Dance in Fire)."
419,419,Argonian Bloodwine,Anonymous,A very brief description of the main ingredient of Argonian Bloodwine
420,420,Argonian Ceremony,Talen-Jei,A note about a traditional Argonian wedding.
421,421,Argonian Journal Pages,Anonymous,"Brief, tattered notes mentioning valuable artifacts"
422,422,Argonian Refugee's Diary,Anonymous,
423,423,Argonians Among Us,Sil Rothril,A somewhat bigoted pamphlet which nonetheless slants in favor of Argonians
424,424,Argonians of Black Marsh,Anonymous,A highly racist summary about Argonians
425,425,Argument Between Priest and Druid Number 12,Various,
426,426,Ark'ay the God,Mymophonus the Scribe,How a shopkeeper called Ark'ay became a god. Looks like a folk tale.
427,427,Arkay The Enemy,King of Worms (apparently),King of Worms instruction to his people. Not sure that this was really written by KoW himself.
428,428,Arkay the Enemy,King of Worms(Apparently),A tract from Mannimarco denouncing Arkay's laws and priesthood
429,429,Arkngthamz-Phng,Anonymous,A history of the Dwemer city now known as Fang Lair
430,430,Arkved's Notes,Arkved,"Proof that stealing the Orb of Vaernima can have unpleasant consequences. Each note is a separate book ingame, but I have kept them together since they are so short."
431,431,Armament Inventory,Anonymous,The Veiled Heritance are about to strike
432,432,Armlet of Torug,Anonymous,"Overview of the titular artifact, courtesy of the House of Orsimer Glories"
433,433,Armor of Myth and Legend,Aurelienne Dulroi,A brief list of legendary armors
434,434,Armorer Practicum,Defessus Lector,A chiding note to and homework for an inept apprentice craftsman
435,435,Arnoit and Lisette: The True Story,Jacquois Dufort,
436,436,Arondil's Journal,Arondil,The journal of a Necromancer.
437,437,Aronel's Journal,Aronel,A Dunmer researcher's condascending journal. Mentions Sinmur
438,438,Arowende's Diary,Arowende,
439,439,Arrai's Journal,Arrai,Journal of a newly engaged scholar
440,440,Arrest Writ,Anonymous,Grants agents of House Dres the right to recapture escaped slaves
441,441,Arrius Scouting Order,Sorcalin,A Dominion scouting report
442,442,ART OF SMASHING VOL. 1,Urbek,A master smasher instructs aspiring smashers about the best techniques
443,443,Artaeum Lost,Vanus Galerion,Galerion's autobiographical account of his early days as a Psijic and Mannimarco's descent into darkness
444,444,Articles of the Sakkr-al-Behr,Anonymous,Rules for the pirate organization
445,445,Artifact Dialog,Anonymous,A collection of dialog concerning the legendary artifacts of Tamriel
446,446,Artifact Record: Duplici Gladio,Chief Archivist Bartholomew,Silver rose's list of artifacts
447,447,Artifact Record: Groundsplitters,Chief Archivist Bartholomew,Silver rose's list of artifacts
448,448,Artifact Record: Opal Charm,Chief Archivist Bartholomew,Silver rose's list of artifacts
449,449,Artisan's Notes,Anonymous,An artist complains about his employers
450,450,Arvel's Journal,Arvel,Arven's musings on his latest theft: the Golden Claw key to Bleak Falls Barrow.
451,451,Arx Corinium - First Seed Report,Centurion Pontius,A summary of the failure to establish an operational Imperial fort in Black Marsh
452,452,Ascendancy: Pathway to Lichdom,Gullveig the Ascendant,Instructions on becoming a Lich
453,453,Ascendant Champion Orders,The Ascendant Champion,
454,454,Ascendant Champion's New Orders,The Ascendant Champion,
455,455,Ascendant Order Note,Anonymous,
456,456,Ashlander Tribes and Customs,Ulran Releth,Facts and opinions about the Ashlanders of Vvardenfell
457,457,Ashlander Wise Women,Jiuba Rothalen,Good advice for diplomacy with Ashlanders
458,458,Ashlands Hymns,Anonymous,An Ashlander love song.
459,459,Aspects of Lord Hircine,"Juno Procillus, Academy of Chorrol",A list of Hircine's five Aspects among the Reachmen
460,460,Assassin's Journal,Anonymous,Journal of an assassin searching for the perfect oppurtunity
461,461,Assassin's Letter,Sister Tharda,Describes a mining operation that serves as the cover for vampires in Blackreach
462,462,Assassin's Orders,M,Orders concerning a political plot
463,463,Assassin's Writ,Anonymous,An assassination writ for the player.
464,464,Assembly Line Constructs,Seeks-Ancient-Artifacts,Notes on Assembly line and how it functions
465,465,Assistance Needed for Factotum Experiment!,Associate Zanon,A call for help with experiments
466,466,Astia's Journal,Astia,Brief thoughts on Legion Zero
467,467,Ateian Fife,Anonymous,
468,468,Atlas of Dragons,Brother Mathnan,"A list of dragons, living and dead."
469,469,Atrocious Love Letter,Anonymous,A truly bad love letter filled with questionable banking puns
470,470,Atronach Forge Manual,Anonymous,"Explains how to use a forge that creates atronaches, located in the Midden of the College of Winterhold."
471,471,Atronach Forge Recipe,Anonymous,A recipe for the atronach forge
472,472,Atronach Forge Recipe,Anonymous,Recipe to use a great welkyn stone
473,473,Attention Employees!,Indaryn,Notifies employees of the Black-Briar Meadery of new mandatory searches.
474,474,Attention Moon Walkers,Anonymous,
475,475,Audiences with the Longhouse Emperors,Sentanus Marillin,An Elder Council's meetings with the Longhouse Emperors
476,476,"Auditorial Notes, Declension 81u5",Harmonic Auditor,Notes on transferring consciousness into another body
477,477,Aunt Anela's Cookbook,Aunt Anela,Fine Bosmer cuisine
478,478,Aura of the Righteous,"Ptolus the Bright, Resolute of Stendarr",The special abilities of Stendarr's light
479,479,Aurbic Enigma 4: The Elden Tree,Beredalmo the Signifier,"A description of the Towers, specifically White-Gold and Green-Sap, and mortal actions concerning them."
480,480,Aurelia's Letter,Aurelia,
481,481,Auridon Explored,Fenlil the Wayfarer,"A guide to the people, locales and natural landscape of Auridon"
482,482,Authenticity of the Giovessen Skull,Mercator Mannix,"Confirms that the artifact is the skull of Tavia, of 2920 fame"
483,483,Author's Assistant Wanted!,Anonymous,A request for an assistant
484,484,Avenge Us!,Miri Hedoran,
485,485,Await My Emissary,Tharn,Don't irritate the emissary!
486,486,Ayleid Cities of Valenwood,Homfrey,"A quick survey of Ayleid immigration after the Alessian Rebellion, and their subsequent fall to the Maormer"
487,487,Ayleid Inscriptions and their Translations,Raelys Anine,
488,488,Ayleid Library?,Anonymous,Horror in an ancient tomb
489,489,Ayleid Ruin Exploration Orders,General Khamagash,
490,490,Ayleid Survivals in Valenwood,"Cuinur of Cloudrest, 4th Tier Scholar of Tamrielic Minutiae",The slow decline of the Ayleids in Valenwood
491,491,Ayrenn – The Unforeseen Queen,Headmaster Tanion of the College of Aldmeri Propriety,The story of Ayrenn's birth and mysterious ascension to the throne
492,492,Azadi's Note,Azadi,Note about future contact
493,493,Azara's Note,Azara,Azara learned too late to avoid Mist Morrow Vale
494,494,Azarain's Journal,Azarain,A vigilant's investigation into mysterious disappearances
495,495,Azarrid's Race,Anonymous,One Khajiit shows nimbleness is best -or is it?
496,496,Azin-jo's Journal,Azin-jo,A priest of Alkosh meets a dragon
497,497,Azum's Journal,Azum,Azum is plotting to take over...
498,498,Azurah's Crossing,Amun-dro,A heretical myth of Azura and the afterlife
499,499,Baan Dar and His Boast,Anonymous,Invitation to a grand party
500,500,Baandari Mutton Stew,Anonymous,Instructions for making mutton stew
501,501,Baandari Peddler Note,Anonymous,Travelling caravans musn't pick up stragglers
502,502,Back Home in Orsinium,Anonymous,One Orc's relief at being among his people again
503,503,Back to the Land!,Anonymous,
504,504,Badly Damaged Journal,Anonymous,A fragmented description of a legendary Wamasus
505,505,Bahzahar's Summons,Bahzahar,
506,506,Bakhig's Journal,Bakhig,
507,507,Balgvir's Siege Journal,Balgvir,A group is besieged by vampires and sea giants
508,508,Balith's Journal,Balith,Mysterious lights and a storm over the ocean
509,509,Balki's Instructions,Anonymous,
510,510,Ballad of Dorzogg the Gutter-King,Shei-Beekus the Would-Be Bard,Song about a kingly Arena combatant
511,511,Ballad of Dranoth Hleran,Anonymous,How the Skar fel
512,512,Ballad of the All Flags Navy,Anonymous,
513,513,Balmora Blue Note,Dyryn,A note about some loot.
514,514,Balorgh's Plan,Ronela,A spy reveals a plot against the leader of this werewolf pack
515,515,Baloth Bloodtusk,Anonymous,A short rhyme
516,516,Bandit Leader's Journal,Anonymous,The threat of mutiny and a bandit whose stealing from his own.
517,517,Bandit Thug's Journal,Anonymous,
518,518,Bandit's Journal,Anonymous,Hunting mammoth is hard work.
519,519,Bandit's Letter,Anonymous,
520,520,Bandit's Note on the Hidden Treasure,Anonymous,Hint at where to find a secret treasure
521,521,"Bangkorai, Shield of High Rock",King Eeamond,King Eamond's Final Address to His Troops
522,522,Banker's Bet,Porbert Lyttumly,An old joke about a person who made living off of bets.
523,523,Banneret Jenine's Orders,The Ascendant Magus,
524,524,Bards College Salskap Tonight!,Anonymous,"Advertisement for a Skald's College performance of ""An Adventurer's Triumph."""
525,525,Barely Legible Note,Anonymous,
526,526,Barelzar and the Daedra,Lorfuin,
527,527,Barilzar's Hirelings,Anonymous,A list of the mage's assistants and various components of his studies
528,528,Barilzar's Journal,Barilzar,"Comments on research and life in the Clockwork City, from a famous mage"
529,529,Barjot's Journal,Barjot,An Ayleid wants Barjot's soul
530,530,Bark and Sap,Anonymous,"An essay about Gnarl, Amber and the root tunnel system."
531,531,Barkbite Stronghold Shaman's List,Anonymous,
